DATA_ID,PRED_ID,PREY_SOURCE_NAME,PREY_DATABASE_NAME,BASIS_OF_PREY_ID,PHYSIOLOG_STATE,SED_ORIGIN,PREY_PARTS,PREY_LIFE_HIST_STAGE,COND_INDEX,PREY_SEX,PREY_SEX_RATIO,PREY_LEN_TYPE,PREY_MIN_LEN,PREY_MAX_LEN,PREY_MN_LEN,PREY_MAX_WIDTH,PREY_MIN_WIDTH,PREY_MN_WIDTH,BIOMASS,BIOMASS_QUALIFIER,PCT_BIOMASS,PCT_BIOMASS_QUALIFIER,N_CONS,N_CONS_QUALIFIER,PCT_N_CONS,PCT_N_CONS_QUALIFIER,VOL_CONS,VOL_CONS_QUALIFIER,PCT_VOL_CONS,PCT_VOL_CONS_QUALIFIER,FREQ_OCC,FREQ_OCC_QUALIFIER,PCT_FREQ_OCC,PCT_FREQ_OCC_QUALIFIER,IRI,PCT_IRI,IRIa,IIR,E,PREY_NOTES,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
ACT_9M,Chip.1,C. pullus,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,21,,0.002,,114,,0.007,,8,,0.004,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Canthidermis sufflamen,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,3,,,,9.3,,,,3,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Melichthys niger,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,7,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Monacaltfhus sp.,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1949,,0.146,,2946.5,,,,201,,0.091,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,M. hispidus,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,73,,0.005,,194.5,,0.003,,10,,0.004,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable boxfish                         ,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,0.5,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Lactophrys triqueter,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,0.3,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable puffer,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,36,,0.003,,56.1,,0.001,,19,,0.008,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Sphoeroides sp.,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,0.001,,0.5,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable porcupinefish,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,131,,0.01,,485.3,,0.008,,62,,0.028,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Chilomycterus sp.,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,20,,0.001,,59.8,,0.001,,15,,0.007,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Diodon hystrix,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,12,,0.01,,929.7,,0.016,,41,,0.018,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable siliceous sponge,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,2.5,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Porpita  porpita,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,3,,,,4,,,,,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable nemertean,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable molluscan,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,"Unidentifiable shelI ""hash""",,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Class Gastropoda,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,2,,,,0.9,,,,2,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable cephalopod,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,2,,,,0.6,,,,2,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Order Teuthidida,6,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,316,,0.024,,2392.2,,0.041,,281,,0.127,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Argonauta argo                                       ,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,11,,0.001,,77.6,,0.001,,9,,0.004,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Class Polychaeta,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable crustacean                    ,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,13,,0.001,,17.5,,,,15,,0.007,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable crustacean larvae,,Microscopic and visual,,NA,,larvae,,,,,,,,,,,,,,,21,,0.001,,0.3,,,,5,,0.002,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable stomatopod,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,2,,,,4.2,,,,2,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable stomatopod (larvae),,Microscopic and visual,,NA,,larvae,,,,,,,,,,,,,,,1572,,0.117,,283.5,,0.005,,62,,0.028,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Order Isopoda,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,26,,0.002,,4,,,,7,,0.003,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable amphipod,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,0.7,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Suborder Gammaridea                   ,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable decapod,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,6,,,,0.8,,,,4,,0.002,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable decapod (zoeae),,Microscopic and visual,,NA,,zoea,,,,,,,,,,,,,,,4,,,,0.1,,,,2,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable decapod (larvae),,Microscopic and visual,,NA,,larvae,,,,,,,,,,,,,,,1,,,,,,,,5,,0.002,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable shrimp,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,20,,0.001,,30.6,,,,11,,0.005,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable shrimp (larvae),,Microscopic and visual,,NA,,larvae,,,,,,,,,,,,,,,28,,0.002,,1,,,,5,,0.002,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable penaeid,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,6,,,,13.7,,,,6,,0.003,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Cerataspis monstrosa (larvae),,Microscopic and visual,,NA,,larvae,,,,,,,,,,,,,,,2,,,,1.2,,,,2,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Penaeus sp.,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,13,,0.001,,62.3,,0.001,,11,,0.005,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,P. aztecus,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,7,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,P. duorarum,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,7,,,,26,,,,5,,0.002,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Sicyonia  sp.,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,12,,0.001,,39.4,,0.001,,9,,0.004,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,S. brevirostris,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,19,,0.001,,28.5,,,,13,,0.006,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Undidentifiable carid,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,20,,0.001,,2.5,,,,18,,0.008,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Latreutes fucorum,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,18,,0.001,,0.7,,,,10,,0.004,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Leander tenuicornis,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,49,,0.004,,12.5,,,,22,,0.01,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable crab,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,10,,0.001,,12.9,,,,5,,0.002,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable reptantia (megalopa),,Microscopic and visual,,NA,,Megalopa,,,,,,,,,,,,,,,19,,0.001,,7,,,,17,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Subfamily Diogeninae (glaucothoe),,Microscopic and visual,,NA,,Glaucothoe,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Albunea sp. (larvae),,Microscopic and visual,,NA,,Larval,,,,,,,,,,,,,,,4,,,,0.1,,,,2,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Family Raninidae (megalopa),,Microscopic and visual,,NA,,Megalopa,,,,,,,,,,,,,,,17,,0.001,,2.2,,,,7,,0.003,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Subsection Dromiacea (larvae),,Microscopic and visual,,NA,,Larval,,,,,,,,,,,,,,,13,,0.001,,1.2,,,,6,,0.003,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Family Dromiidae (megalopa),,Microscopic and visual,,NA,,Megalopa,,,,,,,,,,,,,,,293,,0.022,,31.3,,0.001,,79,,0.036,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable portunid,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,8,,0.001,,3.1,,,,37,,0.017,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable portunid (zoeae),,Microscopic and visual,,NA,,Zoea,,,,,,,,,,,,,,,2,,,,1.2,,,,22,,0.01,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable portunid (megalopa),,Microscopic and visual,,NA,,Megalopa,,,,,,,,,,,,,,,54,,0.004,,0.1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Callinectes  sapidus,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,4,,,,16,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Portunus sp.,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,130,,0.01,,136.9,,0.002,,60,,0.027,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,P. sayi,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,75,,0.006,,160,,0.003,,39,,0.018,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,P. spinicarpus,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,7,,,,15.7,,,,6,,0.003,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Family Pinnotheridae,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable pinnotherid (juvenile) ,,Microscopic and visual,,NA,,Juvenile,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable dragonfly                      ,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,1.5,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable true bug                          ,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,2,,,,0.8,,,,2,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable beetle                             ,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,5,,,,0.3,,,,4,,0.002,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Whirligig beetle,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,0.1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Potato beetle                                          ,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,0.1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Order Hymeoptera                                   ,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,0.1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable sand dollar                     ,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,2,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Class Ascidiacea,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,12.5,,,,1,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Class Thalliacea,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Class Salpida,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable contents,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,41.4,,0.001,,28,,0.013,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable  bird bone,,Microscopic and visual,,NA,bone,,,,,,,,,,,,,,,,,,,,0.6,,,,2,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable feather,,Microscopic and visual,,NA,feather,,,,,,,,,,,,,,,,,,,,0.2,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable  plant  material,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,4.9,,,,8,,0.004,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Codium sp.,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,0.2,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Sargassum,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,1839.9,,0.032,,1079,,0.486,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Thalassia testudinum,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,60,,0.001,,31,,0.014,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Zostera marina,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,156.1,,0.003,,71,,0.032,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Spartina patens,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,141,,0.002,,12,,0.005,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Mangrove seed,,Microscopic and visual,,NA,seed,,,,,,,,,,,,,,,,,,,,50,,0.001,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Mangrove root,,Microscopic and visual,,NA,root,,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Mangrove leaves,,Microscopic and visual,,NA,leaves,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Unidentifiable seed,,Microscopic and visual,,NA,seed,,,,,,,,,,,,,,,,,,,,1.1,,,,2,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Corn kernels (yellow),,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Nylon rope  (white),,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,"Fish hook, small weight on long line",,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,3.5,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Feather  jig,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,1.5,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Tar ball,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,8.6,,,,5,,0.002,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Light bulb,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,0.4,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Rocks,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,2,,,,2,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Black fibers,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Black string,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Paper ribbon (kelly green),,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,White paper  (card  board),,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,15,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Cellophane,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,8.5,,,,3,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Cigarette fi1ter,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,"Plastic bottle,  top half",,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,10,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,"""Thermos"" cooler  jug, top half",,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,25,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,"Orange-red  plastic, German",,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,10,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Blue plastic,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,0.1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,White plastic,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,6.3,,,,4,,0.002,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Black plastic,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,11,,,,3,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Hot pink plastic,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,0.1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Pink plastic,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,1.2,,,,2,,0.001,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Brown plastic,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_9M,Chip.1,Orange plastic,,Microscopic and visual,,NA,,,,,,,,,,,,,,,,,,,,,2.5,,,,1,,,,,,,,,,06/08/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Arenicolidae ,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Phyllodocidae,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Aphroditidae,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Nereidae,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Polychaeta,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,0.022,,,,0.032,,,,5.8,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Unident. Annelida,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,0.001,,,,0,,,,0.4,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Gastropoda,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,0.003,,,,0.002,,,,1,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Bivalvia,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,0.003,,,,0.001,,,,1,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Cephalopoda,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,0.003,,,,0.014,,,,0.9,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Unident. Mollusca,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,0.002,,,,0.001,,,,0.7,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Anchias sp.,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Terebra sp.,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Aequipecten sp.,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Lolliguncula brevis,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Octopus vulgaris,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Copepoda,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.8,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Harpacticoida,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Stomatopoda,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,0.025,,,,0.09,,,,7.2,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Squillidae,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
ACT_23R,Cphi.1,Squilla empusa ,,Microscopic,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/17,Michelle Abascal,10/07/17,James Simons,,
